"Date","Transaction","Name","Memo","Amount"
"2022-02-23","DEBIT","EZPASSVA AUTO REPLENIS 877-7627824  VA","24755422054130544457784; 04784; ; ; ;","-35.00"
"2022-02-23","DEBIT","TST* Russell House Tav Cambridge    MA","24692162054100313453593; 05812; ; ; ;","-37.00"
"2022-02-23","DEBIT","BROOKLYN BOULDERS SOME 978-3176635  MA","24275392053900011911357; 07997; ; ; ;","-4.00"
"2022-02-23","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422053260534977631; 05812; ; ; ;","-4.00"
"2022-02-24","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422054260547141810; 05812; ; ; ;","-5.75"
"2022-02-24","DEBIT","ASTOUND POWERED BY RCN 800-746-4726 PA","24692162054100568564904; 04899; ; ; ;","-93.78"
"2022-02-24","DEBIT","TST* FELIPE'S TAQUERIA CAMBRIDGE    MA","24137462054500654412768; 05812; ; ; ;","-11.09"
"2022-02-25","DEBIT","BROOKLYN BOULDERS SOME 978-3176635  MA","24275392055900012120568; 07997; ; ; ;","-4.00"
"2022-02-25","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422055260557157994; 05812; ; ; ;","-5.75"
"2022-02-25","DEBIT","PLAYSTATION NETWORK    800-345-7669 CA","24692162055100511492525; 05816; ; ; ;","-84.99"
"2022-02-25","DEBIT","TST* DAVE'S FRESH PAST SOMERVILLE   MA","24137462055500824971114; 05812; ; ; ;","-74.12"
"2022-02-25","DEBIT","SPOTIFY                877-778-1161 NY","24492152056743523721647; 04899; ; ; ;","-9.99"
"2022-02-28","DEBIT","TAVERN IN THE SQUARE B BURLINGTON   MA","24801972058200988204465; 05813; ; ; ;","-42.45"
"2022-02-28","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422058260584731396; 05812; ; ; ;","-5.75"
"2022-02-28","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422058260584732014; 05812; ; ; ;","-5.00"
"2022-02-28","DEBIT","BC UBER CASH           800-592-8996 DE","24492152058745922508705; 04121; ; ; ;","-50.00"
"2022-02-28","DEBIT","KELLEY & RYAN ASSOCIAT 800-239-2155 MA","24431052058206645654306; 09399; ; ; ;","-68.70"
"2022-02-28","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422057270577638640; 05812; ; ; ;","-5.75"
"2022-03-01","DEBIT","PAYPAL *MEDIUM.COM     402-935-7733 CA","24492152059852778634145; 05815; ; ; ;","-5.00"
"2022-03-01","DEBIT","BFRESH 2420            SOMERVILLE   MA","24692162059100977664969; 05411; ; ; ;","-70.50"
"2022-03-02","DEBIT","THE BOSTON SHAKER      SOMERVILLE   MA","24003412060900016734495; 05399; ; ; ;","-31.53"
"2022-03-02","DEBIT","DOWNTOWN WINE AND SPIR SOMERVILLE   MA","24453882061000019100170; 05921; ; ; ;","-25.99"
"2022-03-02","DEBIT","BFRESH 2420            SOMERVILLE   MA","24692162060100921761041; 05411; ; ; ;","-3.52"
"2022-03-02","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422060270605310829; 05812; ; ; ;","-5.75"
"2022-03-02","DEBIT","BC UBER CASH           800-592-8996 DE","24492152061745253530240; 04121; ; ; ;","-25.00"
"2022-03-03","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422061270619751876; 05812; ; ; ;","-5.00"
"2022-03-03","DEBIT","BC UBER CASH           800-592-8996 DE","24492152061717313217340; 04121; ; ; ;","-25.00"
"2022-03-03","DEBIT","TST* THE BEEHIVE       BOSTON       MA","24137462061500765461705; 05813; ; ; ;","-57.43"
"2022-03-03","DEBIT","TST* THE BEEHIVE       BOSTON       MA","24137462061500765461887; 05813; ; ; ;","-15.91"
"2022-03-04","DEBIT","HUDSON ST1892          BOSTON       MA","24431062063838000297636; 05994; ; ; ;","-3.09"
"2022-03-04","DEBIT","WALGREENS #13107       GATLINBURG   TN","24445002063000710820773; 05912; ; ; ;","-18.07"
"2022-03-04","DEBIT","APPLE.COM/BILL         408-974-1010 CA","24430992063828734351816; 05735; ; ; ;","-15.99"
"2022-03-04","DEBIT","BC UBER CASH           800-592-8996 DE","24492152062717422373041; 04121; ; ; ;","-25.00"
"2022-03-04","DEBIT","SHELL OIL 57544918808  BURLINGTON   MA","24316052062548278102382; 05542; ; ; ;","-30.08"
"2022-03-04","DEBIT","TST* DAVE'S FRESH PAST SOMERVILLE   MA","24137462062500748925767; 05812; ; ; ;","-18.65"
"2022-03-04","DEBIT","APPLE.COM/BILL         866-712-7753 CA","24692162063100882011433; 05815; ; ; ;","-16.99"
"2022-03-07","DEBIT","RUBY TUESDAY 4246      ALCOA        TN","24028212065900018814907; 05812; ; ; ;","-19.40"
"2022-03-07","DEBIT","BH* BETTERHELP        HTTPSWWW.BETT CA","24492162065000004561408; 08099; ; ; ;","-288.00"
"2022-03-07","DEBIT","DCA CHICK-FIL-A        ARLINGTON    VA","24692162063100037470484; 05814; ; ; ;","-10.48"
"2022-03-07","DEBIT","STARBUCKS PS DCA       WASHINGTON   DC","24692162063100021923258; 05814; ; ; ;","-3.45"
"2022-03-08","DEBIT","TOWN OF ARLINGTON PARK ARLINGTON    MA","24755422067130678163443; 07523; ; ; ;","-1.50"
"2022-03-08","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422066170667286236; 05812; ; ; ;","-5.75"
"2022-03-09","DEBIT","TST* The Burren        Somerville   MA","24692162067100230914664; 05813; ; ; ;","-45.00"
"2022-03-09","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422067260678701445; 05812; ; ; ;","-5.00"
"2022-03-09","DEBIT","BFRESH 2420            SOMERVILLE   MA","24692162067100747681236; 05411; ; ; ;","-81.44"
"2022-03-10","DEBIT","CVS/PHARMACY #08319    SOMERVILLE   MA","24137462069001174310809; 05912; ; ; ;","-15.00"
"2022-03-10","DEBIT","CVS/PHARMACY #08319    SOMERVILLE   MA","24137462069001174310981; 05912; ; ; ;","-11.46"
"2022-03-10","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422068260688409632; 05812; ; ; ;","-6.00"
"2022-03-11","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422069260699454279; 05812; ; ; ;","-5.75"
"2022-03-11","DEBIT","BFRESH 2420            SOMERVILLE   MA","24692162069100366173554; 05411; ; ; ;","-45.53"
"2022-03-11","DEBIT","SIE*PLAYSTATIONNETWORK 877-971-7669 CA","24692162069100189128405; 05818; ; ; ;","-10.61"
"2022-03-14","CREDIT","FuboTV Inc             844-4413826  NY","74204292072001018838725; 04899; ; ; ;","1.00"
"2022-03-14","DEBIT","LYNDELLS_1             SOMERVILLE   MA","24100852072900011459580; 05811; ; ; ;","-4.00"
"2022-03-14","DEBIT","BROOKLYN BOULDERS SOME 978-3176635  MA","24275392072900013876175; 07997; ; ; ;","-135.00"
"2022-03-14","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422072260720125901; 05812; ; ; ;","-5.75"
"2022-03-14","DEBIT","TST* Elm Street Taproo Somerville   MA","24692162071100487965710; 05813; ; ; ;","-36.79"
"2022-03-14","DEBIT","FuboTV Inc             844-4413826  NY","24204292072000047453725; 04899; ; ; ;","-1.00"
"2022-03-14","DEBIT","BROOKLYN BOULDERS SOME 978-3176635  MA","24275392070900013652172; 07997; ; ; ;","-4.00"
"2022-03-14","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422070270706521348; 05812; ; ; ;","-5.75"
"2022-03-14","DEBIT","TST* DAVE'S FRESH PAST SOMERVILLE   MA","24137462070500713611871; 05812; ; ; ;","-73.24"
"2022-03-14","CREDIT","PAYMENT   THANK YOU","INTERNET; ; ; ; ;","3046.39"
"2022-03-15","DEBIT","Alden and Harlow       Cambridge    MA","24342852073018013693325; 05812; ; ; ;","-42.45"
"2022-03-15","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422073170735457745; 05812; ; ; ;","-5.75"
"2022-03-16","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422074270740551471; 05812; ; ; ;","-5.75"
"2022-03-17","DEBIT","GRANARY TAVERN         BOSTON       MA","24801972075206488000641; 05813; ; ; ;","-35.56"
"2022-03-17","DEBIT","BFRESH 2420            SOMERVILLE   MA","24692162076100235405253; 05411; ; ; ;","-40.05"
"2022-03-17","DEBIT","BROOKLYN BOULDERS SOME 978-3176635  MA","24275392075900014185466; 07997; ; ; ;","-4.00"
"2022-03-17","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422075270755801133; 05812; ; ; ;","-5.75"
"2022-03-17","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422075270755801851; 05812; ; ; ;","-3.75"
"2022-03-18","DEBIT","BROOKLYN BOULDERS SOME 978-3176635  MA","24275392076900014235187; 07997; ; ; ;","-4.00"
"2022-03-18","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422076270764564994; 05812; ; ; ;","-5.00"
"2022-03-21","DEBIT","TARGET        00033043 CAMBRIDGE    MA","24164072079091016411916; 05310; ; ; ;","-16.37"
"2022-03-21","DEBIT","TST* Orleans           Somerville   MA","24692162079100316319149; 05812; ; ; ;","-31.68"
"2022-03-21","DEBIT","CVS/PHARMACY #08319    SOMERVILLE   MA","24137462079001140393408; 05912; ; ; ;","-30.00"
"2022-03-21","DEBIT","SQ *LOS AMIGOS TAQUERI Somerville   MA","24692162079100572870777; 05814; ; ; ;","-20.86"
"2022-03-21","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422078280781115025; 05812; ; ; ;","-12.25"
"2022-03-21","DEBIT","TST* Elm Street Taproo Somerville   MA","24692162078100993200860; 05813; ; ; ;","-31.29"
"2022-03-21","DEBIT","TST* The Burren        Somerville   MA","24692162078100033183266; 05813; ; ; ;","-26.50"
"2022-03-21","DEBIT","ZARUMA GOLD COFFEE     SOMERVILLE   MA","24116412078400581000657; 05814; ; ; ;","-9.61"
"2022-03-21","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422077270778993469; 05812; ; ; ;","-5.00"
"2022-03-21","DEBIT","GOOGLE *Hinge          855-836-3987 CA","24692162078100863506792; 05734; ; ; ;","-39.99"
"2022-03-22","DEBIT","BFRESH 2420            SOMERVILLE   MA","24692162081100260272845; 05411; ; ; ;","-11.99"
"2022-03-22","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422080170809368720; 05812; ; ; ;","-9.00"
"2022-03-22","DEBIT","BC UBER CASH           800-592-8996 DE","24492152080717814499410; 04121; ; ; ;","-25.00"
"2022-03-23","DEBIT","STAR MARKET 0163       CAMBRIDGE    MA","24231682081837001828352; 05411; ; ; ;","-9.39"
"2022-03-23","DEBIT","TST* The Burren        Somerville   MA","24692162082100083597047; 05813; ; ; ;","-20.00"
"2022-03-23","DEBIT","BROOKLYN BOULDERS SOME 978-3176635  MA","24275392081900014789962; 07997; ; ; ;","-4.00"
"2022-03-24","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422082260829860398; 05812; ; ; ;","-5.00"
"2022-03-24","DEBIT","ASTOUND POWERED BY RCN 800-746-4726 PA","24692162082100307670893; 04899; ; ; ;","-93.78"
"2022-03-24","DEBIT","TST* The Burren        Somerville   MA","24692162083100855297205; 05813; ; ; ;","-37.00"
"2022-03-25","DEBIT","SQ *AERONAUT BREWING C Somerville   MA","24692162084100506590221; 05813; ; ; ;","-9.49"
"2022-03-25","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422083260839942672; 05812; ; ; ;","-5.75"
"2022-03-25","DEBIT","SPOTIFY                877-778-1161 NY","24492152084745222282876; 04899; ; ; ;","-9.99"
"2022-03-28","DEBIT","CHRISTOPHERS RESTAURAN 617-8769180  MA","24000972086046408864031; 05812; ; ; ;","-30.52"
"2022-03-28","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422086260865987077; 05812; ; ; ;","-5.75"
"2022-03-28","DEBIT","BC UBER CASH           800-592-8996 DE","24492152086743619930064; 04121; ; ; ;","-50.00"
"2022-03-28","DEBIT","TST* DAVE'S FRESH PAST SOMERVILLE   MA","24137462086500685109450; 05812; ; ; ;","-15.24"
"2022-03-28","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422085280851798909; 05812; ; ; ;","-5.75"
"2022-03-28","DEBIT","BFRESH 2420            SOMERVILLE   MA","24692162085100113463845; 05411; ; ; ;","-50.21"
"2022-03-28","DEBIT","LOS AMIGOS* LOS AMIGOS dustayev@gmai MA","24492162086000004876991; 05812; ; ; ;","-26.26"
"2022-03-28","DEBIT","BROOKLYN BOULDERS SOME 978-3176635  MA","24275392084900015057796; 07997; ; ; ;","-4.00"
"2022-03-28","DEBIT","CHOESANG INC.          SOMERVILLE   MA","24431062085200562200876; 05812; ; ; ;","-36.89"
"2022-03-28","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422084270846747724; 05812; ; ; ;","-5.75"
"2022-03-28","DEBIT","TST* DAVE'S FRESH PAST SOMERVILLE   MA","24137462084500739449722; 05812; ; ; ;","-68.05"
"2022-03-29","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422087170875352361; 05812; ; ; ;","-5.75"
"2022-03-30","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422088270880365967; 05812; ; ; ;","-5.75"
"2022-03-31","DEBIT","MCKINNONS MEAT MARKET  SOMERVILLE   MA","24269792089500505260241; 05411; ; ; ;","-32.70"
"2022-03-31","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE   MA","24755422089260899265109; 05812; ; ; ;","-5.75"
"2022-03-31","DEBIT","PAYPAL *MEDIUM.COM     402-935-7733 CA","24492152089894345019719; 05815; ; ; ;","-5.00"
"2022-04-01","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392090900015656177; 07997; ; ; ;","-4.00"
"2022-04-01","DEBIT","DOWNTOWN WINE AND SPIR SOMERVILLE    MA","24453882091000012100726; 05921; ; ; ;","-22.07"
"2022-04-01","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422090260909884375; 05812; ; ; ;","-5.75"
"2022-04-01","DEBIT","BC UBER CASH           800-592-8996  DE","24492152091745117932917; 04121; ; ; ;","-25.00"
"2022-04-04","DEBIT","7-ELEVEN 37345         SOMERVILLE    MA","24034542093000280658161; 05541; ; ; ;","-2.79"
"2022-04-04","DEBIT","TITAN GAS STATION      MEDFORD       MA","24733092093258002952649; 05542; ; ; ;","-57.63"
"2022-04-04","DEBIT","7-ELEVEN 37345         SOMERVILLE    MA","24034542093000313784687; 05541; ; ; ;","-1.99"
"2022-04-04","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422093260937394105; 05812; ; ; ;","-5.75"
"2022-04-04","DEBIT","BFRESH 2420            SOMERVILLE    MA","24692162093100584514647; 05411; ; ; ;","-28.76"
"2022-04-04","DEBIT","7-ELEVEN 37345         SOMERVILLE    MA","24034542093000313784521; 05541; ; ; ;","-4.68"
"2022-04-04","DEBIT","APPLE.COM/BILL         866-712-7753  CA","24692162093100389247591; 05815; ; ; ;","-15.99"
"2022-04-04","DEBIT","BH* BETTERHELP         HTTPSWWW.BETT CA","24492162093000005702353; 08099; ; ; ;","-320.00"
"2022-04-04","DEBIT","BFRESH 2420            SOMERVILLE    MA","24692162092100102566708; 05411; ; ; ;","-33.86"
"2022-04-04","DEBIT","CVS/PHARMACY #08319    SOMERVILLE    MA","24137462092001308548705; 05912; ; ; ;","-24.74"
"2022-04-04","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392091900015725468; 07997; ; ; ;","-4.00"
"2022-04-04","DEBIT","DOWNTOWN WINE AND SPIR SOMERVILLE    MA","24453882092000019001934; 05921; ; ; ;","-23.98"
"2022-04-04","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422091280911176478; 05812; ; ; ;","-5.75"
"2022-04-04","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422091280911177443; 05812; ; ; ;","-6.00"
"2022-04-04","DEBIT","TST* DAVE'S FRESH PAST SOMERVILLE    MA","24137462091500751496388; 05812; ; ; ;","-67.34"
"2022-04-05","DEBIT","DOWNTOWN WINE AND SPIR SOMERVILLE    MA","24453882095000019301216; 05921; ; ; ;","-26.98"
"2022-04-05","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422094260940329113; 05812; ; ; ;","-5.75"
"2022-04-06","DEBIT","MCKINNONS MEAT MARKET  SOMERVILLE    MA","24269792095500501567070; 05411; ; ; ;","-36.53"
"2022-04-06","DEBIT","CVS/PHARMACY #08319    SOMERVILLE    MA","24137462096001023865471; 05912; ; ; ;","-7.43"
"2022-04-06","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422095270953639844; 05812; ; ; ;","-5.75"
"2022-04-07","DEBIT","CHIPOTLE 1036          SOMERVILLE    MA","24431062097091758001780; 05814; ; ; ;","-31.57"
"2022-04-07","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392096900016288669; 07997; ; ; ;","-4.00"
"2022-04-07","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422096270962306228; 05812; ; ; ;","-5.75"
"2022-04-08","DEBIT","MR CREPE               SOMERVILLE    MA","24061062097017010828758; 05812; ; ; ;","-3.27"
"2022-04-08","DEBIT","TST* Orleans           Somerville    MA","24692162097100824980018; 05812; ; ; ;","-36.59"
"2022-04-08","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422097270973271246; 05812; ; ; ;","-5.75"
"2022-04-11","DEBIT","BFRESH 2420            SOMERVILLE    MA","24692162101100433403117; 05411; ; ; ;","-43.93"
"2022-04-11","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422100261007870918; 05812; ; ; ;","-5.75"
"2022-04-11","DEBIT","MARATHON SPORTS CAMBRI CAMBRIDGE     MA","24247602100200060628535; 05661; ; ; ;","-139.95"
"2022-04-11","DEBIT","SIE*PLAYSTATIONNETWORK 877-971-7669  CA","24692162100100140104306; 05818; ; ; ;","-10.61"
"2022-04-11","DEBIT","TST* The Burren        Somerville    MA","24692162099100510567473; 05813; ; ; ;","-18.50"
"2022-04-11","DEBIT","TST* The Burren        Somerville    MA","24692162099100510567549; 05813; ; ; ;","-18.68"
"2022-04-11","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422099280992379969; 05812; ; ; ;","-4.00"
"2022-04-11","DEBIT","BC UBER CASH           800-592-8996  DE","24492152100713322158594; 04121; ; ; ;","-50.00"
"2022-04-11","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392098900016453113; 07997; ; ; ;","-8.00"
"2022-04-11","DEBIT","PAS*PASSPT PK BOSTON   704-817-2500  NC","24445002098300397555976; 07523; ; ; ;","-2.90"
"2022-04-11","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422098270988186461; 05812; ; ; ;","-5.75"
"2022-04-11","DEBIT","TST* DAVE'S FRESH PAST SOMERVILLE    MA","24137462098500774919963; 05812; ; ; ;","-75.17"
"2022-04-11","DEBIT","APPLE.COM/BILL         866-712-7753  CA","24692162098100077310466; 05815; ; ; ;","-16.99"
"2022-04-12","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422101171018730853; 05812; ; ; ;","-5.75"
"2022-04-12","DEBIT","7-ELEVEN 37345         SOMERVILLE    MA","24034542101001144998124; 05541; ; ; ;","-8.27"
"2022-04-13","DEBIT","ARLINGTON CNTY TREASUR 703-228-3062  VA","24492152102027460869864; 09399; ; ; ;","-58.00"
"2022-04-13","DEBIT","WF4ARLINGTON*SERVICE F 908-598-3482  CA","24492152102027460870508; 09399; ; ; ;","-1.36"
"2022-04-13","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422102271021065096; 05812; ; ; ;","-5.75"
"2022-04-13","DEBIT","TST* DAVE'S FRESH PAST SOMERVILLE    MA","24137462102500685776621; 05812; ; ; ;","-15.00"
"2022-04-14","DEBIT","TST* The Burren        Somerville    MA","24692162104100885635890; 05813; ; ; ;","-33.00"
"2022-04-14","DEBIT","SQ *LOS AMIGOS TAQUERI Somerville    MA","24692162104100819453048; 05814; ; ; ;","-25.14"
"2022-04-14","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392103900016915213; 07997; ; ; ;","-135.00"
"2022-04-14","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422103271032169399; 05812; ; ; ;","-5.75"
"2022-04-14","DEBIT","TST* THE SEVENS ALE HO BOSTON        MA","24137462103500747285495; 05813; ; ; ;","-19.84"
"2022-04-14","DEBIT","TST* THE BARKING CRAB  BOSTON        MA","24137462103500747285560; 05812; ; ; ;","-56.92"
"2022-04-15","DEBIT","CHOESANG INC.          SOMERVILLE    MA","24431062104200562900449; 05812; ; ; ;","-30.82"
"2022-04-15","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422104271044229149; 05812; ; ; ;","-5.75"
"2022-04-15","DEBIT","7-ELEVEN 37345         SOMERVILLE    MA","24034542104001502273802; 05541; ; ; ;","-3.99"
"2022-04-15","DEBIT","TST* DAVE'S FRESH PAST SOMERVILLE    MA","24137462104500761647504; 05812; ; ; ;","-14.64"
"2022-04-15","DEBIT","LATE FEE - PAYMENT DUE ON 04/15","; ; ; ; ;","-29.00"
"2022-04-18","DEBIT","MCKINNONS MEAT MARKET  SOMERVILLE    MA","24269792107100467898704; 05411; ; ; ;","-67.48"
"2022-04-18","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422107261073344601; 05812; ; ; ;","-5.75"
"2022-04-18","DEBIT","TST* DAVE'S FRESH PAST SOMERVILLE    MA","24137462107500751524009; 05812; ; ; ;","-25.83"
"2022-04-18","DEBIT","7-ELEVEN 37345         SOMERVILLE    MA","24034542106001742163860; 05541; ; ; ;","-3.49"
"2022-04-18","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422106281064597562; 05812; ; ; ;","-5.75"
"2022-04-18","DEBIT","TST* DIESEL CAFE       SOMERVILLE    MA","24137462106501076387073; 05812; ; ; ;","-22.01"
"2022-04-18","DEBIT","TST* JP LICKS - DAVIS  SOMERVILLE    MA","24137462106501076387156; 05812; ; ; ;","-6.83"
"2022-04-18","DEBIT","DCR-METER PARKING      BOSTON        MA","24445002106000858593538; 09399; ; ; ;","-8.00"
"2022-04-18","DEBIT","TST* DAVE'S FRESH PAST SOMERVILLE    MA","24137462105500862080273; 05812; ; ; ;","-14.64"
"2022-04-18","DEBIT","WALDEN LOCAL MEAT CO.  HTTPSWALDENLO MA","24011342105000018656949; 05411; ; ; ;","-207.00"
"2022-04-18","CREDIT","INTERNET PAYMENT THANK YOU","INTERNET; ; ; ; ;","2833.36"
"2022-04-18","DEBIT","INTEREST CHARGE ON PURCHASES","1; ; ; ; ;","-20.89"
"2022-04-19","DEBIT","MBTA DAVIS SQUARE      SOMERVILLE    MA","24055232109400548001010; 04111; ; ; ;","-20.00"
"2022-04-19","DEBIT","CHIPOTLE 1036          SOMERVILLE    MA","24431062109091759002155; 05814; ; ; ;","-13.70"
"2022-04-19","DEBIT","BROOKLYN BOULDERS SOME 978-3176635   MA","24275392108900017440190; 07997; ; ; ;","-4.00"
"2022-04-19","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422108161084665748; 05812; ; ; ;","-5.75"
"2022-04-20","DEBIT","EXPRESSVPN.COM         310-6018492   DE","24335492109900018350104; 04816; ; ; ;","-12.95"
"2022-04-20","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422109261099919806; 05812; ; ; ;","-28.46"
"2022-04-21","DEBIT","THE HOME DEPOT #2667   SOMERVILLE    MA","24943012110010191676841; 05200; ; ; ;","-34.91"
"2022-04-21","DEBIT","WHOLEFDS SMV #10511    SOMERVILLE    MA","24137462111001569229737; 05411; ; ; ;","-58.48"
"2022-04-21","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422110271103091002; 05812; ; ; ;","-5.75"
"2022-04-21","DEBIT","BFRESH 2420            SOMERVILLE    MA","24692162110100143082226; 05411; ; ; ;","-63.64"
"2022-04-22","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422111271117622577; 05812; ; ; ;","-5.75"
"2022-04-22","DEBIT","BC UBER CASH           800-592-8996  DE","24492152111713770154845; 04121; ; ; ;","-50.00"
"2022-04-22","DEBIT","TST* DAVE'S FRESH PAST SOMERVILLE    MA","24137462111500759197174; 05812; ; ; ;","-29.65"
"2022-04-25","DEBIT","SURA BBQ BOSTON        MEDFORD       MA","24707802114030103266610; 05812; ; ; ;","-377.29"
"2022-04-25","DEBIT","2BOSTON CNV CR         BOSTON        MA","24943002114846969945414; 05814; ; ; ;","-4.00"
"2022-04-25","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422114261147268696; 05812; ; ; ;","-5.75"
"2022-04-25","DEBIT","SPOTIFY                877-778-1161  NY","24492152115713215235999; 04899; ; ; ;","-9.99"
"2022-04-25","DEBIT","TST* Salvatores - Medf Medford       MA","24692162113100224351463; 05812; ; ; ;","-34.43"
"2022-04-25","DEBIT","CHIPOTLE 1615          CAMBRIDGE     MA","24431062114400653000384; 05814; ; ; ;","-10.70"
"2022-04-25","DEBIT","BC UBER CASH           800-592-8996  DE","24492152113713043566344; 04121; ; ; ;","-25.00"
"2022-04-25","DEBIT","BC UBER CASH           800-592-8996  DE","24492152113719071281144; 04121; ; ; ;","-25.00"
"2022-04-25","DEBIT","ASTOUND POWERED BY RCN 800-746-4726  PA","24692162113100406637879; 04899; ; ; ;","-88.78"
"2022-04-25","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422112271128596447; 05812; ; ; ;","-5.75"
"2022-04-25","DEBIT","SHAKE SHACK - 1141     BOSTON        MA","24692162112100652860036; 05814; ; ; ;","-11.09"
"2022-04-25","DEBIT","BC UBER CASH           800-592-8996  DE","24492152113717938698856; 04121; ; ; ;","-25.00"
"2022-04-26","DEBIT","TST* Five Horses Taver Somerville    MA","24692162115100849338604; 05812; ; ; ;","-26.37"
"2022-04-26","DEBIT","CVS/PHARMACY #08319    SOMERVILLE    MA","24137462116001204600438; 05912; ; ; ;","-10.08"
"2022-04-26","DEBIT","TST* Painted Burro - S SOMERVILLE    MA","24692162115100392113909; 05812; ; ; ;","-17.73"
"2022-04-26","DEBIT","DOWNTOWN WINE AND SPIR SOMERVILLE    MA","24453882116000014600286; 05921; ; ; ;","-12.99"
"2022-04-26","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422115171158231369; 05812; ; ; ;","-5.75"
"2022-04-27","DEBIT","TST* Painted Burro - S SOMERVILLE    MA","24692162116100664537222; 05812; ; ; ;","-65.37"
"2022-04-27","DEBIT","PNT*NINE BAR ESPRESSO  SOMERVILLE    MA","24755422116271162945209; 05812; ; ; ;","-5.75"
"2022-04-28","DEBIT","SQ *LOS AMIGOS TAQUERI Somerville    MA","24692162118100098545419; 05814; ; ; ;","-11.50"
